,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
攀枝花市,92.63,93.43,94.1,96.15,97.82,98.93,100.51,101.8,103.01,103.91,104.84,106.18,107.06,107.98,109.01,110.08,111.18,111.58,111.38,111.7,111.9,112.0,111.9,110.66,111.0,109.0,108.0,108.0
新乡市,498.52,503.47,508.36,514.05,519.22,524.67,529.21,533.18,540.36,545.48,550.54,556.74,562.99,569.2,576.57,584.04,589.57,597.25,603.86,612.5,617.0,625.0,630.5,637.44,646.0,647.0,656.0,664.0
新余市,98.45,99.12,101.42,102.08,102.7,103.34,107.35,104.85,105.93,107.01,108.19,109.35,110.34,110.72,112.41,113.85,123.2,124.61,118.01,119.4,120.5,121.5,122.3,123.52,124.0,122.0,125.0,125.0
无锡市,423.9,426.53,428.32,429.19,430.82,432.29,432.21,433.4,434.61,435.9,438.58,442.54,447.19,452.84,457.8,461.74,464.2,465.65,466.56,468.0,470.1,472.2,477.1,480.9,486.0,493.0,497.0,503.0
日喀则市,,,,,,,,,,,,,,,,,,,,,,,,,78.0,79.0,80.0,81.0
日照市,107.23,266.82,267.04,268.43,269.96,271.56,273.8,275.33,276.06,276.79,277.52,278.48,280.48,281.71,282.4,283.38,284.54,285.76,287.92,289.0,288.1,290.1,293.9,295.95,300.0,304.0,307.0,308.0
昆明市,362.67,367.07,370.57,374.9,379.32,383.82,389.58,473.39,480.94,487.52,494.81,500.79,502.92,508.47,514.3,517.7,528.52,533.99,583.99,544.0,543.5,546.8,550.5,555.57,560.0,563.0,572.0,578.0
昌都市,,,,,,,,,,,,,,,,,,,,,,,,,74.0,76.0,77.0,78.0
昭通市,64.63,65.85,66.65,67.32,67.51,,,,,501.89,508.14,507.27,524.35,528.65,536.56,545.97,549.52,561.04,574.24,579.3,583.3,586.5,594.4,599.3,609.0,619.0,625.0,629.0
晋中市,,,,,,,,,302.28,303.3,304.24,304.73,306.12,306.63,310.0,313.88,317.9,320.0,320.96,323.3,325.0,330.5,330.5,329.66,332.0,332.0,334.0,335.0
晋城市,196.92,199.57,201.69,203.9,202.5,206.94,208.39,210.03,210.26,210.63,211.16,211.83,212.2,211.86,221.45,222.33,221.59,216.53,216.23,217.5,218.2,219.3,218.9,219.44,220.0,221.0,221.0,222.0
普洱市,,,,,,,,,,,,,,,,,,,,,,258.4,253.8,249.97,251.0,253.0,254.0,254.0
景德镇市,133.86,135.78,136.59,137.64,139.38,140.47,142.3,142.23,143.78,145.61,147.3,148.3,150.57,150.82,153.62,156.18,158.23,160.22,163.16,164.6,166.7,166.3,167.8,166.73,169.0,169.0,170.0,171.0
曲靖市,87.41,88.62,90.24,91.85,93.41,569.81,577.4,535.19,545.0,550.96,556.12,561.19,575.66,587.45,594.94,603.04,608.09,616.22,626.4,632.3,637.4,641.9,646.5,647.85,653.0,661.0,664.0,667.0
朔州市,65.78,125.78,128.47,130.55,131.75,132.59,133.59,134.89,138.94,140.04,141.05,141.96,143.77,145.68,148.85,152.9,155.17,157.37,159.07,172.6,173.5,174.4,175.4,161.51,163.0,164.0,163.0,164.0
朝阳市,321.03,322.97,326.24,328.17,329.76,330.84,331.44,332.22,334.26,334.61,335.16,336.5,336.8,338.74,340.08,340.16,340.92,342.6,339.24,341.0,340.6,339.5,340.6,340.9,341.0,336.0,336.0,335.0
本溪市,153.68,154.84,155.38,155.5,155.62,156.26,156.3,156.69,157.1,156.46,156.57,156.58,156.56,156.4,156.18,155.97,155.66,155.46,154.6,154.3,153.2,152.3,152.0,151.21,150.0,148.0,146.0,145.0
来宾市,,,,,,,,,,,240.95,244.14,245.13,246.8,247.62,250.15,252.74,254.5,260.1,261.7,260.3,255.6,266.4,265.84,269.0,268.0,269.0,270.0
杭州市,582.4,587.1,592.93,597.96,603.22,607.96,611.64,616.05,621.58,629.14,636.81,642.78,651.68,660.45,666.31,672.35,677.64,683.38,689.12,695.7,700.5,706.6,715.8,723.55,736.0,754.0,774.0,795.0
松原市,245.0,248.96,251.6,257.52,261.87,266.01,268.87,272.03,273.53,275.67,277.72,279.43,280.78,277.46,278.21,281.3,285.09,288.33,290.05,292.1,289.8,283.0,278.5,278.07,278.0,275.0,275.0,275.0
林芝市,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,20.0,20.0
枣庄市,326.7,333.13,340.18,345.03,348.26,351.33,354.53,355.8,357.99,360.32,362.25,363.76,365.09,367.27,371.97,380.19,383.24,386.79,391.03,394.2,394.8,396.0,401.3,407.77,413.0,418.0,423.0,424.0
柳州市,162.89,165.28,168.14,170.8,172.82,175.29,179.1,180.41,183.48,186.11,187.95,351.26,354.51,356.66,360.51,362.5,364.9,367.56,372.69,374.8,372.3,372.4,377.9,381.62,386.0,387.0,390.0,394.0
株洲市,355.15,357.05,360.27,364.04,365.43,365.65,367.88,370.09,372.0,372.1,373.03,373.6,370.93,372.23,376.9,380.34,383.04,382.8,390.27,391.4,395.8,399.6,396.1,402.92,404.0,403.0,403.0,402.0
桂林市,124.49,126.44,128.2,130.65,132.37,134.2,477.29,479.19,482.01,484.73,487.62,490.47,493.88,495.11,499.29,504.62,508.32,511.63,518.96,521.8,522.1,521.8,526.5,528.97,534.0,534.0,538.0,541.0
梅州市,443.09,447.64,453.24,458.81,464.61,469.44,473.42,479.28499999999997,485.15,486.38,488.32,490.6,496.89,498.91,500.94,503.36,505.28,507.36,514.75,517.6,521.4,525.0,528.6,543.79,551.0,550.0,548.0,546.0
梧州市,88.37,89.6,90.82,92.01,93.17,275.85,277.88,279.95,287.4,289.32,291.35,293.69,302.65,305.43,308.22,310.15,313.2,316.18,326.3,327.6,329.5,336.2,340.3,343.92,347.0,349.0,352.0,353.0
榆林市,37.11,37.88,38.53,39.13,39.49,,,329.82,331.63,327.98,329.56,348.21,349.96,351.6,353.24,356.58,353.12,359.11,364.5,370.7,374.6,377.0,373.8,377.46,382.0,385.0,384.0,385.0
武威市,89.36,90.51,91.63,93.01,93.75,,,,,192.24,187.76,187.1,187.18,187.18,187.23,188.6,197.6,198.93,191.26,192.0,190.0,188.5,188.9,190.04,191.0,190.0,189.0,189.0
武汉市,684.46,691.69,700.01,710.01,715.94,723.9,731.79,740.2,749.19,758.23,768.1,781.19,785.9,801.36,818.84,828.21,833.24,835.55,836.73,827.2,821.7,822.1,827.3,829.27,834.0,854.0,884.0,906.0
毕节市,,,,,,,,,,,,,,,,,,,,851.7,858.0,870.6,880.8,904.2,917.0,923.0,930.0,938.0
永州市,55.73,56.43,66.98,543.56,547.2,550.07,555.88,559.61,563.01,566.47,568.13,570.65,571.82,574.86,577.5,580.16,580.16,586.66,610.65,631.2,620.3,622.6,630.9,635.28,645.0,642.0,645.0,644.0
汉中市,45.98,46.62,47.08,50.66,363.29,363.8,363.96,364.9,368.93,369.51,370.44,372.1,373.99,376.56,378.17,379.25,380.14,381.55,381.53,382.3,384.3,386.2,384.1,385.21,384.0,382.0,381.0,381.0
汕头市,381.94,388.12,395.21,401.27,407.29,413.09,417.95,448.94,458.83,461.59,479.5,484.64,487.52,491.29,495.35,500.82,506.57,510.73,524.11,529.4,532.9,540.0,546.6,550.46,559.0,565.0,569.0,572.0
汕尾市,234.98,240.0,244.17,247.95,252.03,255.69,258.3,277.15,296.0,299.5,302.53,306.4,311.67,315.36,323.23,329.86,335.99,340.61,344.98,347.2,347.2,352.5,359.1,358.96,362.0,363.0,356.0,357.0
江门市,360.48,365.0,368.7,371.81,374.37,377.07,378.9,379.84,380.85,380.74,381.27,381.98,385.53,386.24,387.34,388.38,389.93,391.52,392.28,393.7,391.8,393.0,393.4,391.41,394.0,396.0,399.0,400.0
池州市,,,,,,,,,153.7,154.44,154.77,154.91,155.4,156.31,157.09,158.02,158.93,159.88,160.46,161.4,161.9,161.9,160.6,161.61,162.0,162.0,162.0,162.0
沈阳市,577.35,657.65,662.36,666.79,671.04,673.8,674.86,677.08,685.1,689.34,688.92,689.1,693.87,698.57,703.56,709.77,713.51,716.55,719.6,722.7,724.8,727.1,730.8,730.41,734.0,737.0,746.0,756.0
沧州市,135.07,627.87,633.05,639.23,642.15,648.25,653.62,659.12,668.97,673.55,677.42,680.17,679.36,684.75,690.85,700.2,710.1,717.5,730.89,734.8,744.4,754.3,768.4,774.36,780.0,778.0,783.0,787.0
河池市,29.03,29.27,29.52,29.83,30.23,,,,,,379.51,381.0,383.0,382.78,389.16,396.99,404.57,409.55,399.19,420.4,411.6,413.7,419.9,424.54,429.0,430.0,433.0,434.0
河源市,283.3,287.78,291.11,294.4,299.45,305.62,311.5,316.72,321.94,324.91,331.73,334.13,333.21,337.36,341.26,335.43,346.64,348.98,358.39,366.8,355.1,361.0,365.3,366.41,373.0,373.0,373.0,373.0
泉州市,598.68,605.99,612.63,625.92,645.02,650.13,654.19,658.05,654.62,657.08,659.03,662.62,665.28,667.66,670.4,674.29,677.73,680.85,685.27,689.5,693.2,703.5,716.2,722.45,730.0,742.0,755.0,761.0
泰安市,530.5,528.4,527.06,526.61,530.31,532.81,535.95,538.59,540.74,543.08,546.41,547.65,549.95,550.78,551.7,552.6,554.72,555.83,557.01,559.5,558.9,558.8,562.3,565.71,569.0,571.0,573.0,573.0
泰州市,,,,,496.28,496.83,498.56,501.26,501.52,503.1,504.0,503.66,502.77,502.05,503.6,500.7,500.89,503.98,504.65,507.1,506.4,507.8,508.5,507.85,508.0,505.0,503.0,501.0
泸州市,443.08,445.84,448.76,452.19,455.02,457.38,459.45,461.45,463.68,464.38,465.91,468.06,473.99,479.63,484.1,489.15,493.38,497.15,502.32,503.0,505.2,508.4,508.9,505.68,508.0,510.0,510.0,509.0
洛阳市,577.26,583.65,588.73,596.43,602.1,607.02,611.71,615.65,626.01,628.14,633.25,638.79,647.16,653.37,664.39,676.05,686.5,694.89,703.54,711.1,709.7,692.3,696.2,728.45,737.0,737.0,740.0,745.0
济南市,530.7,533.53,537.31,542.12,543.45,549.2,553.54,557.63,562.65,569.0,575.01,582.56,590.08,597.44,603.35,604.85,603.99,603.27,604.08,606.6,609.2,613.3,621.6,625.73,633.0,644.0,656.0,797.0
济宁市,749.77,754.44,756.64,761.74,766.8,774.03,779.07,784.56,790.01,791.42,796.77,798.89,802.3,805.78,811.83,818.27,822.75,831.31,843.03,847.0,847.1,847.8,860.1,867.44,876.0,883.0,891.0,894.0
海东市,,,,,,,,,,,,,,,,,,,,,,170.5,172.4,170.23,171.0,172.0,173.0,173.0
海口市,40.58,43.28,46.29,48.3,49.93,51.41,52.79,54.38,57.34,60.2,63.88,139.19,143.07,147.3,176.68,152.94,155.82,158.24,160.43,162.4,161.6,163.2,165.3,164.8,167.0,171.0,178.0,183.0
淄博市,385.74,387.84,390.56,393.94,397.89,401.03,403.68,405.72,407.99,410.49,412.03,413.14,414.99,416.77,418.13,419.59,420.62,421.41,422.36,423.8,423.7,425.3,428.0,429.6,432.0,433.0,434.0,434.0
淮北市,168.18,171.42,177.15,179.43,181.43,184.59,186.58,189.8,196.3,198.78,201.22,203.94,209.39,210.52,212.2,213.67,215.78,217.74,219.56,221.8,218.3,214.5,215.3,216.5,217.0,217.0,218.0,219.0
淮南市,186.49,188.43,190.92,193.26,195.23,198.63,200.42,202.82,206.11,208.1,210.15,211.84,233.58,235.78,237.9,239.42,240.88,242.52,243.99,245.6,243.8,243.3,243.4,246.2,389.0,390.0,390.0,391.0
淮安市,,,,,,495.0,498.98,502.48,510.27,514.38,517.68,519.92,524.06,527.77,532.76,534.0,536.91,534.16,538.74,543.2,546.8,553.0,560.3,564.45,568.0,561.0,561.0,560.0
深圳市,80.22,87.69,93.97,99.16,103.38,109.46,114.6,119.85,124.92,132.04,139.45,150.93,165.13,181.93,196.83,212.38,228.07,245.96,259.87,267.9,287.6,310.5,332.2,354.99,385.0,435.0,455.0,551.0
清远市,347.76,351.54,355.75,359.79,363.22,368.58,373.0,379.345,385.69,387.13,389.03,389.97,391.26,393.44,398.03,403.01,405.8,408.82,413.47,416.5,405.7,409.8,412.3,418.51,432.0,437.0,443.0,446.0
温州市,678.99,685.57,692.4,697.89,704.37,708.35,718.04,721.62,736.32,738.81,739.12,742.28,746.19,750.28,756.48,764.57,771.99,779.11,786.8,798.4,800.2,807.2,813.7,811.21,818.0,825.0,829.0,832.0
渭南市,79.21,80.18,82.3,509.49,513.49,516.8,519.38,521.99,529.02,530.79,532.65,533.94,536.75,537.06,541.57,546.87,551.88,556.86,560.06,564.7,565.1,569.8,561.4,556.72,557.0,556.0,546.0,543.0
湖州市,248.02,249.37,250.95,252.63,254.56,254.58,254.81,255.07,255.79,256.49,257.05,256.78,257.21,257.58,257.89,257.8,258.5,259.17,259.98,261.1,261.4,262.5,263.8,263.71,265.0,266.0,267.0,268.0
湘潭市,270.45,270.31,273.17,273.3,275.21,276.18,277.36,278.54,279.61,280.47,281.17,282.03,282.82,284.1,291.64,292.7,293.99,295.26,288.98,290.3,291.8,289.9,291.5,289.29,290.0,288.0,289.0,289.0
湛江市,567.81,582.01,593.77,603.85,616.02,627.32,636.51,657.14,694.89,700.71,707.17,713.94,715.94,718.05,736.52,744.99,753.88,763.14,777.77,792.1,785.2,804.2,819.0,822.96,835.0,839.0,848.0,854.0
滁州市,41.42,392.17,397.69,403.2,407.61,412.11,1236.0,830.465,424.93,428.28,430.6,432.94,433.5,435.62,439.99,443.96,447.37,450.25,450.8,452.9,452.1,449.5,449.6,449.06,454.0,454.0,454.0,455.0
滨州市,56.42,56.7,56.89,57.59,57.95,,,,361.09,362.95,364.79,366.15,368.9,371.25,373.16,374.48,375.68,377.49,377.92,380.7,380.9,381.6,386.7,389.07,392.0,394.0,397.0,398.0
漯河市,224.8,228.57,233.18,238.75,244.07,247.65,250.24,253.02,253.24,255.3,257.41,259.2,261.25,261.6,266.75,269.35,272.87,276.07,278.47,276.4,275.0,274.2,266.7,268.04,269.0,267.0,267.0,268.0
漳州市,423.33,426.63,429.45,423.23,436.23,438.76,441.54,445.49,450.28,451.96,453.25,453.93,455.83,457.37,459.14,463.1,468.5,471.77,476.36,479.2,484.35,489.5,497.4,502.08,508.0,514.0,521.0,522.0
潍坊市,864.9,814.21,816.93,820.81,823.71,829.09,835.79,840.04,844.57,845.93,847.46,847.71,850.65,852.2,855.29,859.13,862.48,867.85,873.78,877.6,878.9,882.9,888.3,893.71,901.0,908.0,914.0,918.0
潮州市,223.28,225.94,228.56,231.18,233.8,236.24,238.59,242.59,246.59,246.98,247.92,249.0,249.59,250.42,251.71,254.06,256.13,257.89,260.89,262.8,264.8,267.2,268.8,272.8,274.0,276.0,276.0,276.0
濮阳市,320.31,325.1,326.72,334.27,339.32,343.4,347.39,350.77,354.01,356.21,359.74,362.13,367.46,372.01,380.11,386.45,396.24,404.22,409.83,416.6,421.3,417.3,424.5,429.01,433.0,432.0,435.0,434.0
烟台市,629.0,629.93,631.63,634.88,638.37,641.49,643.35,644.79,645.8,645.99,646.72,645.82,646.82,647.78,649.98,651.47,651.69,652.0,651.14,651.8,650.3,651.2,653.4,653.28,655.0,654.0,654.0,653.0
焦作市,355.99,361.13,367.07,371.85,312.99,316.68,320.32,324.75,330.67,333.57,336.63,340.19,345.5,352.03,355.13,357.97,361.25,364.86,368.02,370.0,367.3,367.8,369.6,371.68,374.0,371.0,373.0,373.0
牡丹江市,239.48,249.695,259.91,259.26,262.62,264.6,265.63,267.55,269.28,271.22,271.0,270.02,270.35,266.3,268.17,269.83,269.9,270.57,270.23,267.2,259.6,259.0,264.0,262.0,259.0,255.0,252.0,250.0
玉林市,141.16,142.78,144.25,145.87,147.17,547.17,553.4,563.3,576.71,582.27,587.13,589.55,595.49,592.43,609.31,625.01,641.73,653.41,674.59,684.8,691.9,700.9,708.0,710.73,717.0,724.0,733.0,737.0
玉溪市,33.2,33.71,34.13,34.63,35.17,116.14500000000001,197.12,199.13,201.68,203.41,205.4,206.88,208.55,209.16,210.62,212.25,212.98,214.36,230.6,231.8,214.1,214.7,216.0,216.01,217.0,219.0,220.0,221.0
珠海市,54.97,57.46,60.66,63.24,65.37,67.34,69.48,71.4,73.9,75.93,78.61,82.02,86.17,89.6,92.63,95.69,99.48,102.65,104.74,106.0,106.6,108.6,110.2,112.45,115.0,119.0,127.0,133.0
白城市,33.68,191.78,193.15,195.49,197.74,199.05,198.47,199.47,199.18,199.77,200.22,200.82,201.6,201.6,202.4,202.93,202.9,203.17,202.64,202.5,200.0,199.1,197.8,196.67,193.0,191.0,190.0,189.0
白山市,125.15,126.31,127.65,129.04,130.56,131.68,131.67,132.34,131.31,132.74,132.97,132.97,130.66,130.3,129.98,129.92,129.68,129.72,128.7,128.5,127.9,127.1,126.3,125.37,122.0,120.0,118.0,117.0
白银市,149.82,152.71,157.16,160.94,164.01,166.2,168.76,171.12,172.09,172.89,173.44,173.64,174.58,174.57,174.54,176.34,178.06,179.55,180.39,179.4,175.7,177.0,177.9,180.76,182.0,182.0,182.0,181.0
百色市,29.9,30.2,30.44,30.73,31.1,,,,,,366.87,368.44,371.68,373.78,378.8,385.9,392.37,398.57,405.62,385.3,408.6,411.7,412.0,413.19,417.0,418.0,421.0,423.0
益阳市,43.03,43.75,440.03,442.34,445.36,446.87,447.7,449.24,452.0,453.16,454.69,456.51,458.55,460.6,463.0,465.25,467.66,470.55,476.36,478.7,481.9,480.0,483.2,480.82,484.0,479.0,478.0,473.0
盐城市,779.2,779.89,780.74,783.53,786.12,789.11,791.64,793.6,795.57,795.56,795.61,796.51,798.28,798.67,804.73,809.79,811.71,812.37,816.12,820.7,822.4,823.8,828.5,828.03,831.0,826.0,825.0,821.0
盘锦市,108.37,109.55,110.63,112.28,114.43,116.95,119.52,120.77,122.07,122.95,123.92,124.39,124.8,125.94,127.08,128.24,129.2,130.01,131.25,131.2,128.8,129.0,129.2,129.54,130.0,130.0,130.0,130.0
眉山市,,,,,,,,,339.9,340.13,340.1,340.66,340.79,340.74,342.0,348.66,346.58,348.07,349.08,350.8,350.4,352.2,353.0,349.16,350.0,345.0,345.0,342.0
石嘴山市,62.54,63.02,65.34,66.04,66.97,67.48,67.89,68.67,69.17,69.66,70.04,72.78,72.62,72.28,73.01,73.41,74.04,74.52,74.82,75.1,74.2,76.6,76.5,74.53,75.0,74.0,74.0,75.0
石家庄市,290.01,827.31,835.65,846.27,854.58,860.19,867.27,875.4,889.8,895.94,903.99,910.51,917.55,927.3,939.5,955.05,966.48,977.41,989.16,997.3,1005.3,1003.2,1024.9,1028.84,1038.0,973.0,982.0,1052.0
福州市,544.72,550.65,555.47,562.27,569.95,574.85,579.82,583.13,589.23,594.14,597.53,604.86,609.39,614.83,622.73,630.3,635.95,637.92,645.9,649.4,655.3,655.5,674.9,678.36,687.0,693.0,703.0,710.0
秦皇岛市,252.21,254.71,257.11,259.96,261.16,261.87,262.93,264.41,266.29,268.2,270.46,273.29,275.82,278.64,280.54,283.31,285.85,287.24,288.3,289.8,291.2,292.7,295.1,295.64,298.0,298.0,300.0,301.0
绍兴市,417.16,419.62,421.83,424.7,426.84,428.94,430.04,431.7,432.69,433.27,433.59,433.84,434.72,435.09,435.5,436.24,437.06,437.74,438.91,440.0,440.8,441.7,443.0,443.11,445.0,446.0,447.0,448.0
绥化市,78.21,78.86,79.37,80.14,81.04,,,,543.63,547.84,550.56,555.5,557.8,561.78,568.9,575.9,577.2,580.15,586.21,581.9,557.0,556.2,553.2,548.5,543.0,528.0,524.0,522.0
绵阳市,496.46,499.24,503.14,506.65,509.63,511.99,516.1,520.21,518.36,520.16,521.75,527.52,529.07,530.71,533.3,537.95,540.71,544.65,541.87,543.4,545.4,547.4,548.8,545.48,545.0,537.0,536.0,531.0
聊城市,87.83,88.72,89.63,90.59,91.45,321.125,550.8,553.88,553.58,557.52,561.31,563.76,566.45,569.5,572.82,580.75,584.91,590.89,597.53,604.2,594.5,597.5,612.1,622.3,633.0,640.0,645.0,647.0
肇庆市,568.75,576.45,351.61,355.97,361.54,368.34,372.47,271.82,386.6,388.9,390.76,392.65,394.05,396.48,404.65,407.71,410.28,413.69,422.41,426.9,427.6,429.8,433.7,438.27,444.0,446.0,450.0,454.0
自贡市,302.08,303.6,307.15,309.64,311.63,312.96,314.29,314.78,315.01,314.98,314.83,315.3,315.78,317.28,319.95,322.45,325.58,328.49,325.96,327.1,328.5,329.7,330.0,327.46,327.0,324.0,323.0,320.0
舟山市,97.63,97.88,97.99,98.28,98.47,98.58,98.54,98.42,98.41,98.1,97.76,97.12,96.91,96.73,96.58,96.69,96.77,96.77,96.77,97.0,97.2,97.3,97.5,97.36,97.0,97.0,97.0,97.0
芜湖市,206.12,207.66,209.28,211.27,212.59,213.95,215.1,216.4,218.47,220.26,221.74,223.82,224.56,226.88,229.03,230.46,230.79,230.1,229.5,385.4,383.4,384.5,384.5,384.79,388.0,388.0,389.0,390.0
苏州市,566.89,569.28,571.43,572.91,574.12,574.99,575.35,576.23,578.17,580.53,583.86,590.97,598.85,607.31,616.08,624.43,629.75,633.29,637.66,642.3,647.8,653.8,661.1,667.01,678.0,691.0,704.0,723.0
茂名市,542.87,552.56,562.23,571.57,581.36,590.19,606.87,618.73,644.79,654.76,661.36,668.12,670.59,679.33,701.59,716.44,725.67,735.31,747.17,761.3,748.9,757.7,772.4,785.84,799.0,804.0,811.0,818.0
荆州市,,,,,,630.39,636.37,642.1,643.22,645.45,647.52,647.8,640.11,641.3,647.1,651.77,658.5,662.05,658.17,662.7,663.3,661.0,658.5,643.19,646.0,642.0,641.0,637.0
荆门市,105.73,106.92,107.88,109.26,288.96,292.77,296.33,300.06,298.8,299.01,300.53,300.6,298.4,291.07,294.89,298.57,300.11,301.05,300.4,301.9,302.3,300.8,300.3,299.09,300.0,294.0,293.0,291.0
莆田市,276.03,279.2,281.18,283.3,285.85,289.1,291.82,294.34,298.97,300.54,301.15,301.84,303.68,304.81,306.97,310.26,316.64,319.61,323.54,326.5,329.3,334.2,341.2,344.26,350.0,355.0,360.0,364.0
菏泽市,116.47,117.65,118.9,120.16,120.05,,,,848.94,856.47,864.45,874.47,880.69,885.83,905.2,914.2,919.94,939.44,958.8,966.5,957.3,957.5,990.6,1003.06,1015.0,1019.0,1025.0,
萍乡市,164.93,166.15,167.37,168.89,169.96,171.15,177.34,173.04,173.78,174.71,176.35,177.74,180.21,179.67,181.97,184.65,185.77,186.93,188.09,190.3,192.4,193.6,198.2,198.34,200.0,200.0,200.0,200.0
营口市,215.61,217.52,217.78,219.62,220.71,221.77,222.91,224.25,226.22,227.37,228.45,229.2,229.93,230.53,231.08,232.49,233.8,235.04,235.53,235.5,235.1,232.5,233.3,232.62,233.0,232.0,231.0,231.0
葫芦岛市,,,258.12,261.11,262.74,264.53,265.29,266.23,268.58,269.77,270.86,271.43,272.95,273.72,275.67,278.7,280.4,282.27,281.75,281.3,280.0,279.9,280.7,280.1,280.0,277.0,276.0,276.0
蚌埠市,306.05,309.46,312.39,315.49,319.63,323.27,326.54,330.04,337.22,340.35,343.22,344.93,346.97,349.33,352.47,355.27,358.31,360.64,362.23,365.5,367.8,366.6,371.1,376.35,380.0,381.0,384.0,386.0
衡水市,34.62,34.99,36.33,38.62,407.32,409.77,412.6,415.03,411.47,411.13,410.79,413.35,414.27,417.63,422.59,427.18,432.51,436.27,440.2,441.6,442.4,447.5,452.6,452.26,455.0,454.0,456.0,458.0
衡阳市,662.37,667.86,674.89,681.51,686.55,692.42,697.33,702.12,707.01,708.93,709.66,713.9,718.95,722.61,726.5,728.88,731.14,739.8,791.62,796.6,800.2,785.9,791.5,799.27,799.0,800.0,801.0,797.0
衢州市,232.92,234.4,235.27,236.39,237.97,238.97,240.13,241.35,242.6,243.57,244.15,244.83,245.61,245.57,246.68,247.74,248.85,249.86,251.24,252.6,252.8,254.2,255.7,256.38,257.0,258.0,258.0,258.0
襄阳市,,,,,,,,,,,,,,,,,,,591.07,592.5350000000001,594.0,595.1,595.5,591.58,594.0,592.0,592.0,590.0
西宁市,105.17,105.91,107.17,108.57,110.19,111.26,123.98,133.95,197.92,200.2,202.46,204.97,206.96,209.9,212.73,215.36,217.79,193.94,220.87,222.8,198.5,226.8,202.6,201.17,203.0,206.0,207.0,209.0
西安市,623.2,630.91,639.45,648.21,654.87,662.06,668.22,674.5,688.01,694.84,702.59,716.58,725.01,741.73,753.11,764.25,772.3,781.67,782.73,791.8,796.0,806.9,815.3,815.66,825.0,906.0,987.0,957.0
许昌市,340.04,343.33,345.72,347.73,350.45,430.27,433.44,437.3,439.59,442.31,444.82,445.88,450.64,458.04,467.54,475.15,478.95,485.21,489.64,494.1,494.2,499.0,499.8,504.77,510.0,508.0,509.0,511.0
贵港市,149.61,152.27,154.27,155.91,429.87,437.31,441.42,445.83,453.31,457.6,462.45,470.35,475.48,470.37,478.89,491.59,501.86,509.69,523.81,527.7,529.9,538.2,543.2,548.94,555.0,556.0,561.0,565.0
贵阳市,158.6,160.24,166.29,168.46,310.26,311.43,315.72,321.5,331.57,335.81,340.44,344.86,347.81,350.66,354.52,359.82,363.93,367.08,337.16,376.1,374.5,379.1,382.9,391.79,401.0,408.0,418.0,428.0
贺州市,,,,,,,,,,,208.53,209.22,209.56,210.47,214.5,218.41,221.79,223.9,233.37,233.3,226.4,233.6,238.1,239.79,243.0,244.0,246.0,248.0
资阳市,,,,,,,,,488.47,488.2,488.01,487.57,488.02,488.91,489.4,493.22,497.15,501.35,501.13,503.9,505.9,507.3,507.3,503.68,355.0,349.0,346.0,342.0
赣州市,39.26,39.7,40.42,41.47,42.41,,,782.32,794.16,807.73,818.49,831.2,845.65,845.69,861.15,877.04,888.95,896.99,907.27,918.3,926.7,928.5,954.2,960.63,971.0,974.0,981.0,983.0
赤峰市,416.02,420.02,423.24,426.51,441.7,446.1,441.47,446.39,451.8,442.03,444.3,447.3,447.04,445.3,450.21,452.77,456.49,459.19,457.74,459.9,461.2,464.3,465.8,462.63,463.0,460.0,459.0,460.0
辽源市,120.38,120.82,121.31,122.41,123.54,124.87,124.64,124.21,124.28,124.25,124.23,124.2,123.98,123.37,123.22,123.4,123.33,123.78,123.75,122.5,122.0,121.9,121.8,120.8,120.0,118.0,117.0,117.0
辽阳市,173.51,174.7,175.15,176.06,176.71,177.78,178.64,179.2,181.3,181.85,182.06,182.35,182.41,182.01,182.55,183.38,183.39,183.48,183.32,182.4,180.3,180.0,179.9,178.96,179.0,177.0,175.0,174.0
达州市,,,,,,,,615.7,620.06,632.41,635.12,628.46,637.11,640.24,646.3,650.11,655.97,657.56,685.49,690.7,695.6,687.6,688.1,682.8,684.0,672.0,666.0,659.0
运城市,50.71,51.5,52.49,53.28,54.16,,,,482.11,484.9,486.35,487.78,491.33,488.59,493.2,497.21,499.4,503.62,503.68,516.7,519.5,522.4,525.2,510.2,531.0,513.0,513.0,514.0
连云港市,351.04,353.22,356.23,359.63,432.96,437.25,443.53,448.15,455.6,459.64,464.03,467.83,468.81,472.18,479.42,482.23,488.25,490.64,497.73,505.2,511.0,520.2,526.5,530.56,534.0,533.0,534.0,534.0
通化市,218.36,219.6,221.61,226.14,230.56,230.06,225.88,225.96,224.52,225.25,225.81,226.22,226.39,226.31,226.88,226.91,227.7,226.81,226.12,226.0,224.6,222.3,222.2,221.1,220.0,217.0,216.0,215.0
通辽市,70.77,71.26,72.5,73.36,74.39,,,307.22,303.16,305.44,306.92,309.3,310.91,309.34,312.51,316.2,316.92,318.86,318.7,320.1,319.8,321.2,319.4,319.37,319.0,316.0,316.0,317.0
遂宁市,352.2,354.7,358.88,361.68,364.97,368.4,371.43,374.0,370.96,372.29,373.17,376.6,380.03,374.58,377.39,383.44,384.94,387.05,381.43,382.7,376.1,379.4,380.4,378.75,378.0,370.0,365.0,362.0
