,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
新余市,68.83,69.49,71.64,72.41,73.17,73.66,77.58,74.91,75.58,76.45,77.49,78.47,79.37,79.85,81.11,82.19,91.15,92.24,88.51,86.3,87.3,88.7,88.7,89.49,90.0,90.0,90.0,91.0
无锡市,94.44,95.53,96.07,107.48,108.43,109.56,110.21,111.69,112.99,213.07,215.92,219.6,223.57,228.49,232.3,235.92,237.42,238.12,238.61,239.5,241.1,242.6,245.7,248.5,253.0,259.0,263.0,268.0
日喀则市,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,13.0
日照市,107.23,108.25,108.97,110.27,111.27,112.31,113.62,114.62,115.29,115.97,116.67,117.79,119.44,120.63,121.26,122.02,122.44,122.83,123.15,124.0,128.9,130.4,132.1,133.62,136.0,137.0,139.0,140.0
昆明市,157.74,160.77,162.39,164.52,166.94,169.71,173.06,206.26,210.81,215.2,220.04,224.22,226.38,229.88,231.96,233.43,241.41,250.24,260.24,273.5,272.7,274.6,276.8,279.38,282.0,312.0,320.0,325.0
昌都市,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0
昭通市,64.63,65.85,66.65,67.32,67.51,,,,,74.98,75.72,75.61,76.73,77.06,78.8,80.27,80.54,81.69,83.28,84.6,85.3,85.8,87.2,89.14,91.0,93.0,94.0,96.0
晋中市,,,,,,,,,51.73,52.2,52.46,52.81,53.82,54.46,56.0,56.8,58.3,58.88,59.52,59.8,60.2,60.8,61.2,61.23,62.0,62.5,63.0,64.0
晋城市,68.97,70.23,71.25,72.24,22.22,22.9,23.06,24.81,25.86,26.45,27.17,28.18,29.77,30.41,31.71,32.8,36.74,34.3,34.86,35.4,36.2,36.8,37.2,37.75,38.0,39.0,40.0,40.0
普洱市,,,,,,,,,,,,,,,,,,,,,,30.8,22.7,22.71,23.0,23.0,24.0,24.0
景德镇市,36.62,37.17,37.75,38.42,38.93,39.6,40.31,40.08,40.47,41.09,41.76,42.15,43.18,43.97,44.69,44.97,45.57,45.79,46.21,46.3,46.3,46.8,47.8,45.95,47.0,47.0,48.0,48.0
曲靖市,87.41,88.62,90.24,91.85,93.41,94.61,59.07,59.8,60.65,61.86,62.65,63.31,65.13,65.06,66.57,67.95,68.9,69.47,69.7,70.5,73.1,71.9,72.7,73.2,74.0,119.0,141.0,142.0
朔州市,46.53,48.13,49.88,51.04,51.72,52.26,52.82,53.56,55.5,56.19,56.83,57.65,59.03,59.77,61.15,62.46,63.21,64.09,65.17,71.4,71.7,72.1,72.5,66.77,67.0,68.0,68.0,68.0
朝阳市,38.76,40.34,41.65,42.68,43.64,44.36,45.03,45.49,46.32,47.23,47.36,47.9,48.3,48.91,49.72,58.61,59.18,59.8,57.59,60.7,60.8,60.7,61.2,61.11,61.0,61.0,61.0,61.0
本溪市,93.31,94.3,94.7,94.69,95.02,95.86,96.2,96.59,96.78,96.3,96.32,96.29,96.37,96.2,96.02,95.88,95.73,95.54,95.13,94.9,94.2,93.6,93.3,92.54,92.0,90.0,89.0,88.0
来宾市,,,,,,,,,,,96.67,99.24,99.67,100.79,101.28,102.31,103.68,105.27,107.58,108.9,109.8,104.5,112.8,111.49,113.0,113.0,114.0,115.0
杭州市,136.3,138.33,141.27,143.52,166.73,169.29,171.89,175.27,179.18,379.49,387.01,393.19,401.59,409.52,414.18,419.5,424.3,429.44,434.82,440.3,445.4,450.8,525.1,532.86,545.0,615.0,635.0,657.0
松原市,111.2,112.99,114.5,48.4,48.88,49.68,50.21,50.63,50.45,50.81,51.24,51.53,51.82,51.89,52.62,53.31,54.25,55.26,58.79,59.7,59.2,56.8,56.9,56.89,57.0,56.0,56.0,56.0
林芝市,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,5.0
枣庄市,182.8,186.27,190.09,193.34,195.49,197.65,200.14,200.84,202.86,204.5,206.16,206.94,207.82,209.39,213.28,215.45,217.4,219.59,222.89,225.2,225.8,226.7,232.0,237.92,242.0,245.0,247.0,249.0
柳州市,77.73,79.64,82.18,84.26,86.16,87.54,88.59,89.4,90.68,92.58,94.38,95.89,97.23,98.65,100.62,101.84,102.83,103.83,105.01,114.2,114.8,115.7,117.6,119.5,121.0,180.0,183.0,185.0
株洲市,59.45,61.25,63.06,64.02,66.56,71.19,72.34,73.7,74.85,76.02,77.22,80.2,78.5,78.88,79.33,79.53,79.66,100.21,80.71,93.2,95.6,95.1,122.2,96.43,104.0,97.0,132.0,132.0
桂林市,52.65,53.86,55.05,57.2,58.83,60.35,61.12,62.28,64.3,66.83,69.09,71.0,72.16,73.48,74.42,75.69,75.92,75.79,75.72,76.1,75.8,76.7,77.6,128.07,130.0,130.0,132.0,134.0
梅州市,24.14,25.55,27.02,28.01,28.99,32.27,32.65,33.86,33.43,30.75,30.64,30.71,30.61,30.74,30.96,31.08,31.29,31.49,31.91,32.0,32.1,96.7,95.8,96.77,97.0,97.0,97.0,97.0
梧州市,29.43,30.29,31.06,31.69,32.3,32.78,32.84,33.02,33.49,33.61,34.01,47.24,48.04,48.63,48.93,49.23,49.72,50.06,51.16,51.4,51.6,52.1,77.9,78.6,79.0,79.0,80.0,81.0
榆林市,37.11,37.88,38.53,39.13,39.49,,,39.81,41.0,41.93,42.83,43.89,45.7,46.06,47.3,48.56,49.83,50.93,52.14,53.4,54.6,55.4,55.5,57.0,58.0,58.0,58.0,58.0
武威市,89.36,90.51,91.63,93.01,93.75,,,,,99.71,98.42,98.05,98.28,98.56,98.96,99.85,102.89,103.57,102.04,102.8,101.8,101.6,102.3,103.15,104.0,104.0,104.0,104.0
武汉市,382.84,437.64,443.61,512.52,517.25,524.13,530.24,740.2,749.19,758.23,768.1,781.19,785.9,801.36,501.22,510.34,512.42,514.97,520.65,515.2,513.0,512.6,514.9,515.82,518.0,854.0,884.0,906.0
毕节市,,,,,,,,,,,,,,,,,,,,151.4,152.9,155.0,157.3,162.13,162.0,165.0,167.0,169.0
永州市,55.73,56.43,66.98,103.83,104.17,103.28,104.04,104.49,105.35,107.58,108.16,108.4,107.01,107.4,107.88,108.38,108.95,109.59,121.04,116.5,115.9,114.7,115.7,116.37,118.0,117.0,118.0,117.0
汉中市,45.98,46.62,47.08,50.66,51.51,48.73,49.19,49.67,50.5,51.06,51.74,52.52,52.91,53.07,53.52,54.44,54.41,55.26,55.17,55.5,56.3,56.8,57.2,57.52,57.0,113.0,113.0,114.0
汕头市,89.4,91.48,101.52,103.91,106.44,109.23,111.32,116.74,118.71,119.56,120.12,477.36,480.27,484.05,488.12,493.58,499.3,503.43,516.74,522.0,525.4,532.5,539.1,542.89,552.0,558.0,562.0,564.0
汕尾市,36.56,37.41,38.31,39.06,39.85,42.24,40.91,32.81,46.0,47.0,45.6,47.28,45.72,47.66,47.94,50.96,51.72,52.45,54.41,53.1,52.2,52.0,52.7,52.19,52.0,52.0,52.0,52.0
江门市,30.99,32.5,38.92,40.15,41.23,41.97,42.79,43.21,43.54,43.85,131.53,132.45,133.08,133.83,134.7,135.58,136.58,137.57,138.21,139.0,139.0,139.5,139.9,140.39,142.0,143.0,145.0,146.0
池州市,,,,,,,,,61.51,62.09,62.5,62.57,62.98,63.83,64.4,65.0,65.43,65.81,66.2,66.8,67.1,67.0,66.3,66.78,67.0,67.0,67.0,67.0
沈阳市,460.89,464.81,468.91,472.81,476.66,479.1,479.99,481.49,485.04,487.68,488.66,488.4,492.34,495.89,499.9,504.86,509.02,512.23,515.42,519.1,522.1,524.6,528.4,529.86,586.0,591.0,601.0,613.0
沧州市,36.62,37.66,38.9,40.29,41.42,42.15,44.04,44.97,46.23,46.78,47.52,47.83,48.86,49.89,50.06,51.02,52.06,53.29,53.91,54.2,53.6,53.4,54.4,54.97,56.0,57.0,58.0,59.0
河池市,29.03,29.27,29.52,29.83,30.23,,,,,,31.23,30.92,31.09,31.31,31.76,32.17,32.69,33.12,33.65,33.8,34.8,33.5,33.8,34.13,34.0,101.0,102.0,102.0
河源市,63.5,17.73,18.28,18.94,20.4,22.97,24.75,27.025,29.3,30.37,30.82,30.05,28.69,29.05,29.93,29.06,29.74,29.83,31.18,30.9,29.0,30.3,30.7,31.4,32.0,32.0,33.0,32.0
泉州市,49.96,50.95,51.31,52.14,61.75,62.71,64.0,65.04,57.78,95.27,96.33,97.77,99.08,100.33,101.65,102.43,102.71,102.94,103.11,103.2,103.8,105.1,106.4,107.51,110.0,112.0,116.0,118.0
泰安市,143.68,143.59,144.31,145.64,147.05,149.15,150.71,152.28,153.76,155.26,157.17,158.42,159.95,160.61,160.9,160.3,160.06,159.25,158.66,159.0,158.9,159.7,161.0,162.05,162.0,171.0,172.0,173.0
泰州市,26.07,26.4,26.87,26.97,27.37,58.05,58.8,59.5,59.92,60.57,61.31,62.29,62.82,63.38,64.25,64.75,80.65,82.07,82.72,83.0,83.3,163.3,163.8,163.55,164.0,164.0,164.0,164.0
泸州市,40.63,41.04,41.59,42.34,133.73,134.43,139.09,135.91,136.94,137.62,138.64,139.51,139.77,141.32,142.27,143.9,144.65,145.53,146.72,147.2,148.7,149.5,149.9,150.08,151.0,152.0,152.0,152.0
洛阳市,122.17,124.27,127.43,132.32,135.87,138.52,141.08,142.34,145.19,145.8,147.81,148.93,148.87,149.71,153.69,155.16,158.36,160.07,166.11,168.4,196.5,193.3,195.5,201.1,205.0,205.0,207.0,209.0
济南市,237.0,239.74,243.09,247.57,250.91,254.82,257.49,260.64,264.46,322.45,327.55,334.8,341.73,347.87,352.29,352.71,350.23,348.24,348.02,349.4,352.2,355.4,361.0,364.54,473.0,484.0,554.0,695.0
济宁市,90.57,91.71,92.76,94.58,96.43,98.79,99.96,101.02,102.1,103.36,104.43,105.22,106.21,107.03,107.83,109.06,109.86,119.61,112.17,113.4,122.6,177.7,180.11,182.52,185.0,187.0,189.0,191.0
海东市,,,,,,,,,,,,,,,,,,,,,,29.3,29.4,41.37,42.0,42.0,42.0,41.0
海口市,40.58,43.28,46.29,48.3,49.93,51.41,52.79,54.38,57.34,60.2,63.88,139.19,143.07,147.3,176.68,152.94,155.82,158.24,160.43,162.4,161.6,163.2,165.3,164.8,167.0,171.0,178.0,183.0
淄博市,249.83,251.92,254.45,257.44,260.64,263.03,265.42,266.82,268.5,270.48,271.84,273.37,274.61,275.56,276.53,277.45,278.17,278.77,279.6,280.8,281.0,282.4,284.5,285.8,288.0,288.0,289.0,290.0
淮北市,64.24,66.45,70.64,72.14,73.26,75.29,76.27,77.2,79.5,80.45,81.71,82.8,91.23,92.32,106.61,107.53,108.38,109.02,109.79,110.7,110.9,106.8,104.9,104.83,105.0,105.0,105.0,105.0
淮南市,125.15,126.33,127.98,129.61,130.84,133.53,134.91,136.64,137.93,139.35,140.84,142.02,162.51,163.61,164.96,165.88,166.71,180.77,181.51,182.1,179.7,179.1,182.7,184.31,186.0,182.0,182.0,183.0
淮安市,,,,,,50.56,52.18,53.32,54.65,264.5,266.58,268.17,270.99,273.21,276.48,276.52,277.94,274.52,278.35,281.4,282.8,287.1,291.5,293.61,336.0,332.0,333.0,334.0
深圳市,80.22,87.69,93.97,99.16,103.38,109.46,114.6,119.85,124.92,132.04,139.45,150.93,165.13,181.93,196.83,212.38,228.07,245.96,259.87,267.9,287.6,310.5,332.2,354.99,385.0,435.0,455.0,551.0
清远市,45.01,46.86,48.24,49.35,50.13,50.92,52.13,41.99,53.71,53.91,54.34,54.22,54.59,54.44,55.02,55.49,55.64,64.37,65.57,66.2,65.5,134.2,135.4,137.39,142.0,144.0,147.0,149.0
温州市,110.17,111.27,112.25,113.3,114.29,115.28,116.48,117.12,119.23,131.36,132.06,134.65,137.14,139.02,140.56,142.36,143.82,144.77,145.77,147.8,149.7,151.0,152.5,165.93,168.0,170.0,172.0,174.0
渭南市,79.21,80.18,82.3,83.54,84.22,85.3,86.1,87.4,88.44,88.99,90.52,90.98,91.35,92.03,93.17,94.39,95.79,96.8,97.68,98.5,98.5,99.4,96.3,96.8,96.0,96.0,95.0,95.0
湖州市,103.25,103.89,104.54,105.14,105.93,106.24,106.37,106.48,106.8,107.52,107.68,107.72,107.91,108.01,108.22,108.41,108.52,108.56,108.9,109.3,109.6,109.9,110.7,110.66,111.0,112.0,112.0,112.0
湘潭市,59.48,60.25,62.49,63.49,63.96,64.62,65.37,66.23,67.14,68.15,69.21,70.19,71.1,71.78,72.0,86.4,87.8,87.75,86.54,88.3,88.8,87.7,87.7,87.1,88.0,87.0,87.0,86.0
湛江市,110.68,114.76,118.07,121.06,124.63,128.38,130.73,135.74,139.94,141.95,143.14,144.25,144.17,145.08,145.94,147.83,149.82,151.81,153.33,156.0,163.3,159.2,161.5,162.76,165.0,166.0,168.0,170.0
滁州市,41.42,42.35,43.64,44.8,45.59,46.4,172.95,110.96499999999999,48.98,49.42,50.1,50.3,51.1,51.35,51.91,52.74,52.85,53.24,53.69,53.9,54.1,53.9,54.2,53.71,55.0,56.0,56.0,56.0
滨州市,56.42,56.7,56.89,57.59,57.95,,,,59.81,60.42,60.98,61.31,62.2,62.8,63.07,63.11,63.16,63.23,63.61,64.4,64.6,65.4,106.2,107.8,108.0,109.0,110.0,111.0
漯河市,20.38,23.59,25.62,28.58,31.11,32.49,32.87,33.54,33.78,34.3,34.97,35.23,35.36,130.52,132.75,134.9,137.25,139.17,140.82,140.8,139.8,139.4,134.2,134.67,135.0,134.0,134.0,135.0
漳州市,34.9,35.32,35.82,36.27,36.96,48.35,49.05,49.68,50.53,51.06,51.44,51.87,52.67,53.36,53.89,55.53,54.6,55.01,55.5,56.0,56.75,57.5,58.5,59.27,60.0,62.0,63.0,64.0
潍坊市,115.6,116.98,118.25,121.47,123.78,125.89,128.36,130.6,133.27,134.27,136.42,142.33,144.16,145.2,146.21,153.63,172.11,181.25,182.11,182.9,183.0,184.1,186.0,187.34,190.0,192.0,194.0,196.0
潮州市,30.69,31.64,32.22,32.86,32.27,33.05,33.53,53.11,34.17,34.17,34.36,34.35,34.31,34.36,34.54,34.71,34.86,34.97,35.08,35.1,35.2,162.6,163.5,165.54,167.0,168.0,169.0,169.0
濮阳市,37.74,38.9,40.96,42.28,44.05,45.18,46.49,47.09,48.05,48.81,50.76,51.66,52.87,53.51,62.84,64.27,65.95,67.14,68.01,69.0,69.7,68.4,69.8,70.66,72.0,72.0,75.0,75.0
烟台市,82.97,84.91,145.53,148.61,151.3,154.41,156.77,159.23,161.42,163.18,168.45,170.83,174.34,176.26,178.91,180.01,179.4,179.24,178.9,179.6,180.3,181.6,183.7,185.14,188.0,189.0,192.0,194.0
焦作市,62.37,63.62,66.23,67.87,69.02,70.32,71.71,72.84,74.1,77.67,78.36,79.83,80.68,81.12,81.85,82.46,82.88,83.52,84.05,84.7,96.3,98.3,98.5,98.47,99.0,98.0,98.0,98.0
牡丹江市,71.89,72.85,73.62,75.68,78.29,78.92,79.05,79.76,80.39,81.55,80.45,77.45,78.77,78.14,79.17,80.1,79.4,79.91,88.95,88.6,88.7,89.0,88.9,88.3,88.0,87.0,87.0,86.0
玉林市,141.16,142.78,144.25,145.87,147.17,85.59,86.2,86.91,88.45,89.3,89.7,90.05,90.45,89.73,91.31,93.46,95.88,97.81,101.24,103.3,104.4,106.4,107.6,108.89,110.0,112.0,112.0,115.0
玉溪市,33.2,33.71,34.13,34.63,35.17,35.84,36.51,37.03,37.73,38.25,38.78,39.34,39.92,40.29,40.68,41.16,41.67,42.06,49.6,49.8,43.0,43.3,43.7,43.82,72.0,73.0,74.0,75.0
珠海市,29.2,30.92,33.06,35.18,36.8,38.22,40.7,41.66,43.61,75.93,78.61,82.02,86.17,89.6,92.63,95.69,99.48,102.65,104.74,106.0,106.6,108.6,110.2,112.45,115.0,119.0,127.0,133.0
白城市,33.68,44.16,44.92,45.83,46.44,47.01,47.13,47.44,47.4,47.62,47.99,48.34,48.56,50.92,50.8,51.26,50.86,50.89,51.02,51.0,50.5,49.8,49.8,49.72,49.0,49.0,49.0,48.0
白山市,73.11,55.98,56.93,30.87,31.94,32.63,32.6,32.9,33.12,32.88,32.99,32.99,33.45,33.65,59.25,59.28,59.32,59.33,59.49,59.3,59.2,57.7,57.3,56.76,55.0,54.0,53.0,52.0
白银市,37.72,38.9,41.33,42.73,43.36,43.92,44.52,45.1,45.8,46.02,46.87,46.97,47.27,47.53,47.88,48.6,49.39,49.66,49.98,50.2,49.2,48.9,49.2,49.44,50.0,50.0,50.0,50.0
百色市,29.9,30.2,30.44,30.73,31.1,,,,,,32.71,32.82,33.22,33.25,33.56,33.7,34.28,34.77,35.26,32.2,34.8,35.4,35.4,35.86,36.0,36.0,37.0,37.0
益阳市,43.03,43.75,122.46,122.82,123.7,124.25,124.65,125.23,125.92,136.67,127.03,128.0,129.28,129.82,130.49,131.13,131.65,132.73,133.41,134.0,134.9,135.5,136.2,136.35,137.0,136.0,136.0,135.0
盐城市,137.84,138.55,139.7,142.17,56.93,58.28,59.88,61.06,62.96,63.93,64.97,66.33,152.03,152.0,152.64,158.65,161.86,162.55,163.28,164.9,166.8,167.8,169.3,242.05,243.0,244.0,244.0,244.0
盘锦市,47.53,48.54,49.21,50.36,51.61,52.77,53.94,54.32,55.06,55.65,56.28,56.6,57.19,57.7,58.55,59.44,60.1,60.62,61.02,65.1,63.9,64.1,64.3,64.5,103.0,102.0,103.0,103.0
眉山市,,,,,,,,,81.2,81.48,81.75,82.26,82.36,82.51,83.13,84.09,84.93,85.5,85.47,86.2,86.5,87.2,87.6,87.71,122.0,120.0,120.0,120.0
石嘴山市,28.17,28.4,30.95,31.41,31.83,32.14,32.39,32.59,32.85,33.07,33.22,36.18,44.15,44.08,44.63,44.81,45.15,45.42,45.59,45.7,48.3,45.5,45.3,43.47,44.0,43.0,43.0,44.0
石家庄市,135.95,138.57,141.64,147.72,151.82,154.63,157.17,160.95,166.8,195.0,204.96,211.09,217.28,224.15,231.35,237.73,240.72,242.78,243.87,246.7,247.1,252.4,408.0,410.33,415.0,417.0,422.0,427.0
福州市,132.14,133.8,135.48,137.52,139.66,141.68,143.69,145.4,148.49,153.77,157.64,166.24,170.85,176.11,181.72,185.92,186.68,187.33,188.59,190.0,192.1,194.8,197.4,199.96,203.0,279.0,285.0,290.0
秦皇岛市,52.91,54.4,55.83,62.8,64.61,66.42,67.31,67.6,68.73,69.97,72.01,73.97,75.9,77.63,78.88,80.6,81.81,82.63,86.38,87.2,87.4,88.0,89.6,140.53,146.0,144.0,146.0,147.0
绍兴市,28.51,29.03,30.07,30.63,31.17,31.9,32.43,33.52,59.09,59.92,61.15,63.86,64.46,64.84,64.89,64.99,64.9,64.9,65.04,65.3,65.7,216.7,217.8,218.44,220.0,221.0,223.0,224.0
绥化市,78.21,78.86,79.37,80.14,81.04,,,,85.12,85.82,86.06,86.6,87.29,87.98,88.54,89.2,89.7,89.91,89.93,89.2,88.6,86.9,84.3,83.5,83.0,82.0,84.0,81.0
绵阳市,92.26,93.67,95.65,97.62,99.41,100.62,59.44,103.0,104.57,106.29,108.29,110.73,112.91,114.5,116.3,118.95,120.45,122.31,122.2,123.0,124.1,125.4,126.9,128.13,175.0,173.0,174.0,175.0
聊城市,87.83,88.72,89.63,90.59,91.45,92.66499999999999,93.88,94.96,95.9,97.32,98.91,100.36,101.22,102.41,103.68,104.36,104.45,105.02,115.65,117.1,115.1,116.5,120.8,123.1,125.0,127.0,128.0,187.0
肇庆市,37.06,39.36,41.47,42.77,44.08,45.31,45.91,36.56,46.67,47.22,47.31,47.75,48.0,48.39,49.34,52.24,52.77,53.19,53.67,54.4,54.9,55.1,52.7,134.45,139.0,141.0,144.0,146.0
自贡市,99.72,100.56,102.02,102.84,103.77,104.26,104.94,105.27,105.65,106.0,106.41,106.93,107.29,147.0,147.74,148.42,149.69,150.58,149.44,149.8,150.5,151.3,151.3,150.54,150.0,149.0,148.0,147.0
舟山市,67.04,67.32,67.51,67.81,68.04,68.22,68.37,68.5,68.81,68.85,69.1,68.96,69.04,69.11,69.19,69.45,69.58,69.66,69.72,70.0,70.4,70.6,70.9,70.96,71.0,71.0,71.0,72.0
芜湖市,57.57,58.15,59.23,60.56,61.27,62.02,62.8,63.55,64.56,65.88,67.09,69.06,70.79,72.79,104.32,105.28,105.58,104.92,111.53,124.1,123.4,136.1,145.0,145.92,148.0,149.0,150.0,151.0
苏州市,85.71,87.26,105.0,105.74,106.44,107.07,107.75,109.37,110.79,209.46,212.4,216.87,220.75,225.11,230.15,235.31,238.21,240.21,242.48,245.2,329.0,332.9,337.5,341.26,348.0,356.0,364.0,375.0
茂名市,55.92,57.76,59.47,61.2,62.86,64.61,66.37,68.82,70.53,71.91,118.73,120.19,119.88,121.35,124.15,126.45,128.91,130.68,132.78,135.8,134.3,136.0,285.0,290.23,296.0,298.0,301.0,305.0
荆州市,,,,,,143.04,106.51,107.84,107.65,108.41,109.79,109.5,110.61,111.2,112.1,112.54,116.59,116.85,112.76,112.7,113.0,111.9,111.3,97.89,109.0,108.0,111.0,108.0
荆门市,105.73,106.92,107.88,109.26,116.95,119.39,52.86,54.76,56.67,70.74,71.81,72.15,71.84,64.59,65.29,66.29,67.12,67.92,68.52,67.0,70.7,67.5,67.6,59.83,60.0,59.0,65.0,65.0
莆田市,31.52,32.23,32.76,33.22,33.85,34.45,35.02,35.53,36.3,37.07,200.81,201.63,202.67,203.76,205.43,207.04,210.91,212.98,215.45,217.4,219.4,222.9,228.4,230.67,235.0,239.0,243.0,246.0
菏泽市,116.47,117.65,118.9,120.16,120.05,,,,129.46,131.45,133.61,136.9,138.55,139.61,145.96,146.05,147.01,149.6,152.76,153.2,150.5,149.8,155.6,158.17,231.0,233.0,236.0,
萍乡市,142.21,143.29,144.27,145.3,146.13,147.02,81.19,75.65,77.48,77.92,78.89,80.53,81.9,81.82,83.2,84.32,84.59,84.97,85.5,86.2,86.9,87.1,88.1,88.29,89.0,89.0,89.0,88.0
营口市,58.66,60.17,61.33,62.38,63.27,64.06,64.69,65.48,66.44,67.29,68.12,85.1,85.31,86.28,86.47,87.32,88.32,89.28,90.41,91.1,91.5,91.8,92.6,92.79,93.0,93.0,94.0,94.0
葫芦岛市,,,85.36,86.71,87.99,89.18,89.74,90.48,91.6,92.64,93.32,93.38,93.79,94.31,96.39,97.59,98.32,99.18,99.95,99.1,98.5,98.4,99.0,94.14,98.0,97.0,97.0,97.0
蚌埠市,69.95,70.67,71.2,71.86,73.02,73.96,74.76,75.3,76.42,77.16,78.53,79.49,89.54,90.47,91.43,92.11,92.51,92.52,92.55,92.7,93.1,103.6,112.4,113.62,115.0,115.0,116.0,116.0
衡水市,34.62,34.99,36.33,38.62,38.65,38.91,39.87,41.34,41.91,42.495,43.08,44.0,44.45,45.23,45.99,46.89,30.76,31.1,49.06,49.7,50.5,41.0,54.3,55.9,95.0,97.0,99.0,102.0
衡阳市,71.76,72.83,74.18,75.32,75.6,77.5,78.43,79.04,82.5,89.58,89.98,91.47,92.94,96.36,97.84,101.25,103.03,104.27,98.68,99.2,99.8,93.1,93.8,100.37,100.0,101.0,101.0,101.0
衢州市,23.53,24.04,24.37,24.68,25.4,25.7,26.12,26.71,27.3,27.76,40.0,80.23,80.59,80.46,81.04,81.46,81.83,82.18,82.71,83.2,83.1,83.6,84.1,84.59,85.0,85.0,85.0,85.0
襄阳市,,,,,,,,,,,,,,,,,,,224.78,225.29000000000002,225.8,226.7,227.5,224.64,226.0,227.0,228.0,228.0
西宁市,66.11,66.44,67.33,68.29,69.39,70.16,82.27,91.91,94.14,95.89,115.72,99.54,100.99,103.14,105.13,107.17,112.21,114.13,101.37,121.2,91.8,123.9,94.1,94.13,96.0,98.0,100.0,101.0
西安市,283.01,287.82,293.16,298.27,303.31,373.49,374.75,383.04,393.47,400.08,497.38,510.26,516.3,533.21,540.97,549.19,554.73,561.58,562.65,568.8,572.8,580.6,587.2,621.38,629.0,771.0,852.0,821.0
许昌市,30.49,31.15,31.83,32.53,33.51,34.24,35.02,35.48,36.05,37.03,37.94,38.49,38.96,39.16,40.15,40.45,40.81,41.17,41.42,41.7,41.6,41.9,41.4,41.52,134.0,134.0,134.0,135.0
贵港市,149.61,152.27,154.27,155.91,157.86,161.94,163.32,164.82,166.0,166.1,167.58,172.44,175.79,175.02,177.61,182.27,184.24,185.84,190.25,191.1,191.4,195.3,197.4,198.45,201.0,201.0,204.0,205.0
贵阳市,158.6,160.24,166.29,168.46,176.05,172.69,176.59,180.89,186.92,191.05,194.92,199.57,203.37,206.32,209.78,214.08,216.65,218.79,222.03,223.7,224.6,227.9,230.7,236.15,245.0,251.0,259.0,267.0
贺州市,,,,,,,,,,,90.37,92.64,92.74,93.14,95.03,96.72,106.12,107.17,113.08,105.3,111.1,114.4,117.1,118.05,119.0,120.0,122.0,123.0
资阳市,,103.49,103.91,103.91,104.25,,,,105.12,105.05,104.97,105.04,105.48,106.65,106.28,107.26,107.76,108.65,108.94,109.5,109.9,110.4,110.6,110.45,110.0,108.0,108.0,107.0
赣州市,39.26,39.7,40.42,41.47,42.41,,,45.46,47.2,48.54,49.92,54.6,56.47,59.91,57.92,58.97,63.76,64.57,64.66,64.9,65.3,66.2,153.7,154.47,157.0,225.0,228.0,231.0
赤峰市,98.69,100.44,102.12,103.13,106.5,108.1,109.41,110.67,111.315,111.96,112.8,113.1,113.4,113.7,114.99,118.98,120.3,121.44,121.41,122.2,123.3,124.7,125.8,125.78,126.0,126.0,127.0,128.0
辽源市,42.72,43.15,43.75,44.43,44.81,45.39,45.17,44.96,44.82,44.68,44.7,44.67,44.51,47.86,47.78,47.75,47.73,47.79,47.87,47.3,47.3,47.4,47.2,46.62,46.0,45.0,45.0,45.0
辽阳市,64.44,65.3,66.89,67.9,68.62,69.37,69.82,70.13,70.99,71.36,71.38,71.59,71.63,71.53,71.89,72.51,72.62,72.7,75.12,74.9,88.0,87.8,87.6,87.19,87.0,86.0,85.0,85.0
达州市,,,,,,,,36.4,38.26,38.71,39.3,39.57,39.14,39.14,39.92,40.83,41.62,44.21,42.66,43.2,43.8,59.5,181.0,180.18,181.0,178.0,177.0,176.0
运城市,50.71,51.5,52.49,53.28,54.16,,,,59.9,60.8,61.5,62.11,62.9,63.12,63.71,65.18,65.75,65.89,65.91,68.4,68.7,69.1,69.5,68.17,70.0,69.0,70.0,71.0
连云港市,54.92,54.8,55.92,57.15,58.17,59.39,60.45,61.6,62.57,63.86,64.74,65.63,66.62,70.17,70.96,71.56,80.88,88.69,93.59,95.5,96.7,98.2,219.1,220.73,223.0,223.0,224.0,225.0
通化市,40.6,41.33,41.89,42.61,43.13,43.42,42.87,43.32,43.26,45.21,45.43,45.43,45.51,45.62,45.75,45.43,45.27,44.93,44.76,44.6,44.2,44.3,44.3,44.05,44.0,44.0,43.0,43.0
通辽市,70.77,71.26,72.5,73.36,74.39,,,78.18,78.17,79.09,79.52,80.19,80.1,80.52,81.25,82.21,82.28,76.3,76.7,77.3,84.8,85.7,85.8,85.44,84.0,84.0,84.0,84.0
遂宁市,130.2,131.41,133.61,135.09,136.59,137.95,139.12,141.05,140.95,142.14,143.18,146.53,145.62,145.81,146.41,150.22,149.6,150.84,150.42,151.8,150.0,151.6,152.3,152.09,152.0,149.0,147.0,146.0
遵义市,39.76,40.87,42.5,43.88,45.64,52.004999999999995,58.37,60.13,58.88,60.01,62.7,64.3,81.86,81.71,82.7,83.68,84.2,85.3,85.91,87.5,86.9,88.3,89.7,91.25,219.0,221.0,224.0,227.0
邢台市,43.06,44.05,44.9,46.43,46.83,47.96,48.9,48.99,51.74,53.49,54.62,55.41,56.14,57.87,58.32,58.18,58.47,61.48,71.51,71.8,85.3,86.8,87.7,88.14,89.0,89.0,91.0,92.0
